[['Acc x', 'Acc y', 'Acc z', 'Apogeo', 'Apogeo 2', 'Tiempo', 'Apote 2', 'Apote 1', 'Altura'], 
[-0.3, -0.43, 9.53, 9.54, 0.09, 47.0, 0.0, 0.0, 0.47], 
[-0.32, -0.43, 9.5, 9.52, 0.09, 47.0, 0.0, 0.0, 0.47], 
[-0.34, -0.5, 9.51, 9.53, -0.01, 47.0, 0.0, 0.0, 0.47], 
[-0.3, -0.43, 9.51, 9.52, -0.01, 47.0, 0.0, 0.0, 0.47], 
[-0.32, -0.45, 9.5, 9.52, -0.01, 47.0, 0.0, 0.0, 0.47], 
[-0.28, -0.39, 9.5, 9.51, -0.0, 47.0, 0.0, 0.0, 0.47], 
[0.26, 0.64, 9.08, 9.11, -0.0, 47.0, 0.0, 0.0, 0.47], 
[-0.3, -0.44, 9.52, 9.53, -0.0, 48.0, 0.0, 0.0, 0.28], 
[-0.4, -0.56, 9.65, 9.67, -0.14, 48.0, 0.0, 0.0, 0.28], 
[-0.22, -0.29, 9.49, 9.5, -0.14, 48.0, 0.0, 0.0, 0.28], 
[-0.31, -0.42, 9.49, 9.5, -0.14, 48.0, 0.0, 0.0, 0.28], 
[-0.29, -0.42, 9.51, 9.52, -0.13, 48.0, 0.0, 0.0, 0.0], 
[-0.31, -0.43, 9.52, 9.53, -0.13, 48.0, 0.0, 0.0, 0.0], 
[-0.29, -0.44, 9.5, 9.51, -0.13, 48.0, 0.0, 0.0, 0.0], 
[-0.3, -0.44, 9.53, 9.54, 0.02, 49.0, 0.0, 0.0, 0.0], 
[-0.43, -0.87, 9.73, 9.78, 0.02, 49.0, 0.0, 0.0, 0.09], 
[0.04, -0.27, 9.52, 9.52, 0.02, 49.0, 0.0, 0.0, 0.09], 
[-0.16, -0.18, 9.51, 9.51, 0.08, 49.0, 0.0, 0.0, 0.09]]
